495,1,17,14.0,1,16,12.0
991,1,17,14.0,1,16,12.0
1487,1,17,14.0,1,16,12.0
1983,1,17,13.0,1,16,12.0
2479,1,17,13.0,1,16,12.0
2975,1,17,13.0,1,16,12.0
3471,1,17,13.0,1,16,12.0
3967,1,17,13.0,1,16,12.0
4463,1,17,13.0,1,16,12.0
4959,1,17,13.0,1,16,12.0
5455,1,17,13.0,1,16,12.0
5951,1,17,13.0,1,16,12.0
6447,1,17,13.0,1,16,12.0
6943,1,17,13.0,1,16,12.0
7439,1,17,13.0,1,16,12.0
7935,1,17,13.0,1,16,12.0
8431,1,16,13.0,1,16,12.0
8927,1,17,13.0,1,16,12.0
9423,1,17,13.0,1,16,12.0
9919,1,17,13.0,1,16,12.0
